origin_text_id;text_id;origin_text_en;text_en;label_vader
ya ampun . apa cm di wakanda smkin canggih smkin merepotkan rakyat nya . kena tilang etle , gdpt pemberitahuan , stnk kena blokir , mw bayar harus dtg ke kantor nya yg jarak nya jauh bgt dr tempat gue tinggal . ngantri lama , hrs byr via bank gak bs via mbanking .;ya ampun apa cm di wakanda smkin canggih smkin repot rakyat nya kena tilang etle gdpt pemberitahuan stnk kena blokir mw bayar harus dtg ke kantor nya yg jarak nya jauh bgt dr tempat gue tinggal ngantri lama hrs byr via bank gak bs via mbanking;Geez . Is it just that in Wakanda, it's as sophisticated as it is troublesome for the people. Got ticketed etle, got notification, got blocked, wanted to pay, had to come to the office, which is very far from where I live. long queue, have to pay via bank, can't via mbanking.;geez wakanda sophist troublesom peopl got ticket etl got notif got block want pay come offic far live long queue pay via bank via mbank;-1
satlantas polresta bandung akan menerapkan penegakan hukum terhadap pelanggaran lalu lintas secara elektronik berupa etle mobile di wilayah hukum polresta bandung . ayo patuh dan tertib berlalu lintas;satlantas polresta bandung akan terap tega hukum hadap langgar lalu lintas cara elektronik upa etle mobile di wilayah hukum polresta bandung ayo patuh dan tertib lalu lintas;Bandung Satlantas Polresta will implement law enforcement against traffic violations electronically in the form of etle mobile in the jurisdiction of the Bandung Police. let's obey and orderly traffic;bandung satlanta polresta implement law enforc traffic violat electron form etl mobil jurisdict bandung polic let obey orderli traffic;-1
operasi zebra 2022 resmi dimulai , simak sasaran pelanggaran tilang elektronik kamera etle;operasi zebra resmi mulai simak sasar langgar tilang elektronik kamera etle;zebra operation 2022 officially begins, see the target of violating etle camera electronic fines;zebra oper offici begin see target violat etl camera electron fine;-1
bhabinkatibmas negeri batu merah 1 menghimbau para pengendara sepeda motor r2 agar memakai helm sni , sekaligus mengedukasi kepada si pengendara tentang pemberlakuan sistem tilang elektronik bagi para pelanggar lalu lintas di jalan raya .;bhabinkatibmas negeri batu merah menghimbau para kendara sepeda motor r agar pakai helm sni sekaligus edukasi kepada si kendara tentang laku sistem tilang elektronik bagi para langgar lalu lintas di jalan raya;Bhabinkatibmas Negeri Batu Merah 1 urges R2 motorcyclists to wear SNI helmets, as well as educate the riders about the application of an electronic ticket system for traffic violators on the highway.;bhabinkatibma negeri batu merah urg r motorcyclist wear sni helmet well educ rider applic electron ticket system traffic violat highway;-1
belum sebulan , sistem etle di kota bogor catat ribuan pelanggaran;belum bulan sistem etle di kota bogor catat ribu langgar;In less than a month, the etle system in the city of Bogor has recorded thousands of violations;less month etl system citi bogor record thousand violat;-1
plat jakpus an pt mati dari bulan 9 waktu itu kena tilang elektronik di tol;plat jakpus an pt mati dari bulan waktu itu kena tilang elektronik di tol;the pt. jakpus plate died from month 9 when it was hit by an electronic ticket on the toll road;pt jakpu plate die month hit electron ticket toll road;-1
polres seluma resmi terapkan tilang etle .;polres seluma resmi terap tilang etle;seluma police officially apply etle ticket.;seluma polic offici appli etl ticket;0
baru tiga hari polisi gunakan etle mobile , sudah ada ribuan pengemudi yang kena;baru tiga hari polisi guna etle mobile sudah ada ribu kemudi yang kena;In just three days the police have been using Etle Mobile, thousands of drivers have been hit;three day polic use etl mobil thousand driver hit;0
kamis 22 desember 2022 penyerahan secara simbolis kamera etle mobile hanheld oleh kapolda sumbar irjen . pol . suharyono , s . i . k . , s . h pada apel gelar pasukan ops lilin 2022 di lapangan imam bonjol kota padang;kamis desember serah cara simbolis kamera etle mobile hanheld oleh kapolda sumbar irjen pol suharyono s i k s h pada apel gelar pasu ops lilin di lapang imam bonjol kota padang;Thursday 22 December 2022 the symbolic handover of the Etle Mobile Handheld camera by the West Sumatra Police Chief Inspector General. pol . suharyono, s. i . k . , s . h at the call of the 2022 Ops Lilin troop in the Imam Bonjol field, Padang city;thursday decemb symbol handov etl mobil handheld camera west sumatra polic chief inspector gener pol suharyono k h call op lilin troop imam bonjol field padang citi;0
jumlah dakgar lantas selama 1x24 jam yang tercapture kamera etle dan handheld;jumlah dakgar lantas lama x jam yang tercapture kamera etle dan handheld;the number of direct dakgars for 1x24 hours captured by etle and handheld cameras;number direct dakgar x hour captur etl handheld camera;1
sat lantas polres empat lawang giat sosialisasi etle dan aplikasi smart city .;sat lantas polres empat lawang giat sosialisasi etle dan aplikasi smart city;one month later, the Four Lawang District Police actively socialized Etle and the Smart City application.;one month later four lawang district polic activ social etl smart citi applic;1
babinkamtibmas desa langkan aiptu akhmaf sayuti mengadakan sanjo dan tatap muka terhadap masyarakat desa langkan sekaligus pengenalan penerapan etle dan tertib berlalulintas;babinkamtibmas desa langkan aiptu akhmaf sayuti ada sanjo dan tatap muka hadap masyarakat desa langkan sekaligus kenal terap etle dan tertib berlalulintas;Babinkamtibmas of Langkan Village, Aiptu Akhmaf Sayuti, held sanjo and face-to-face meetings with the Langkan village community as well as an introduction to the application of ethics and orderly traffic;babinkamtibma langkan villag aiptu akhmaf sayuti held sanjo face face meet langkan villag commun well introduct applic ethic orderli traffic;1
pemberlakuan tilang non manual atau etle , sudah mulai dilakukan . peran deteksi pelanggaran , kini dilakukan oleh mobil incar . data sementara , terjadi penurunan jumlah pelanggaran , saat penggunaan etle . penyebabnya , tidak semua pelanggaran , bisa terdeteksi oleh incar . adm;laku tilang non manual atau etle sudah mulai laku peran deteksi langgar kini laku oleh mobil incar data sementara jadi turun jumlah langgar saat guna etle sebab tidak semua langgar bisa deteksi oleh incar adm;the imposition of non-manual or etle ticketing has already begun. the role of infringement detection , now performed by the target car . temporary data, there was a decrease in the number of violations, when using etle. the cause , not all violations , can be detected by target . adm;imposit non manual etl ticket alreadi begun role infring detect perform target car temporari data decreas number violat use etl caus violat detect target adm;-1
jenis pelanggaran yang bakal kena tilangelektronik;jenis langgar yang bakal kena tilangelektronik;types of violations that will be fined electronically;type violat fine electron;-1
sepakat nih kalo memang diberlakukan tilang elektronik pak;sepakat nih kalo memang laku tilang elektronik pak;I agree, if an electronic ticket is imposed, sir;agre electron ticket impos sir;1
di bogor ribuan orang terjaring tilang elektronik mobile;di bogor ribu orang jaring tilang elektronik mobile;in bogor thousands of people netted mobile electronic fines;bogor thousand peopl net mobil electron fine;0
tilang elektronik resmi berlaku di kota padang mulai hari ini;tilang elektronik resmi laku di kota padang mulai hari ini;official electronic tickets apply in the city of Padang starting today;offici electron ticket appli citi padang start today;0
kena tilang etle , masih bisa datang ke sidang;kena tilang etle masih bisa datang ke sidang;get a ticket etle , can still come to court;get ticket etl still come court;0
polda sumatera selatan , polres oku selatan polsek muaradua . bripka muhlisin bhabinkamtibmas dan briptu wahyu nur hidayat bhabinkamtibmas mengikuti giat sosialisasi etle di aula sertupol anumerta hadinata polres oku selatan .;polda sumatera selatan polres oku selatan polsek muaradua bripka muhlisin bhabinkamtibmas dan briptu wahyu nur hidayat bhabinkamtibmas ikut giat sosialisasi etle di aula sertupol anumerta hadinata polres oku selatan;South Sumatra Police, Oku Selatan Police, Muara Dua Police. Bripka muhlisin bhabinkamtibmas and briptu Wahyu nur hidayat bhabinkamtibmas took part in Etle's outreach activities in the posthumous sertupol hadinata hall of the South Oku Police.;south sumatra polic oku selatan polic muara dua polic bripka muhlisin bhabinkamtibma briptu wahyu nur hidayat bhabinkamtibma took part etl outreach activ posthum sertupol hadinata hall south oku polic;1
masih diteliti sudah hampir satu tahun masih diteliti giliran tilang elektronik 1 hari kamu posting di sosmed mukanya orang . tolol;masih teliti sudah hampir satu tahun masih teliti gilir tilang elektronik hari kamu posting di sosmed muka orang tolol;it's still being researched, it's been almost a year, it's still being researched, it's turn for electronic tickets 1 day you post on social media in people's faces. stupid;still research almost year still research turn electron ticket day post social media peopl face stupid;-1
kapolri menginstruksikan polisi lalu lintas untuk tidak lagi menilang secara manual . mereka diminta memaksimalkan penindakan lewat tilang elektronik atau etle .;kapolri instruksi polisi lalu lintas untuk tidak lagi tilang cara manual mereka minta maksimal tindak lewat tilang elektronik atau etle;the national police chief instructed the traffic police not to manually ticket tickets anymore. they are asked to maximize enforcement through electronic tickets or etle.;nation polic chief instruct traffic polic manual ticket ticket anymor ask maxim enforc electron ticket etl;0
tilang elektronik resmi berlaku di kota padang hari ini;tilang elektronik resmi laku di kota padang hari ini;official electronic tickets apply in the city of Padang today;offici electron ticket appli citi padang today;0
kle etilang di bali beroperasi dimana aja ya;kle etilang di bal operasi mana aja ya;kle etilang in Bali operates anywhere;kle etilang bali oper anywher;0
data gar lantas yang tercapture kamera etle;data gar lantas yang tercapture kamera etle;gar data then captured etle camera;gar data captur etl camera;0
sekarang jaman udah semakin canggih . pake tilang elektronik ajalah . biar gak ada pungli;sekarang jaman udah makin canggih pake tilang elektronik aja biar gak ada pungli;now times are getting more sophisticated. Just use an electronic ticket. let there be no extortion;time get sophist use electron ticket let extort;1
